Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:17:08.903000,NOR,4,,1.0,1.0,0 days 00:14:21.309000,,,0 days 00:00:56.155000,0 days 00:00:39.985000,,0 days 00:16:29.037000,0 days 00:17:08.912000,201.0,172.0,284.0,62.0,False,MEDIUM,1.0,True,McLaren,0 days 00:14:21.309000,,1,,False,,False,False
0 days 00:18:44.577000,NOR,4,0 days 00:01:35.674000,2.0,1.0,,,0 days 00:00:30.195000,0 days 00:00:41.604000,0 days 00:00:23.875000,0 days 00:17:39.098000,0 days 00:18:20.702000,0 days 00:18:44.577000,238.0,262.0,285.0,319.0,True,MEDIUM,2.0,True,McLaren,0 days 00:17:08.903000,,1,,False,,False,True
0 days 00:21:38.002000,NOR,4,,3.0,1.0,,,0 days 00:00:47.232000,0 days 00:01:23.213000,0 days 00:00:43.117000,0 days 00:19:31.902000,0 days 00:20:54.885000,0 days 00:21:38.100000,101.0,102.0,284.0,203.0,False,MEDIUM,3.0,True,McLaren,0 days 00:18:44.577000,,1,,False,,False,False
0 days 00:23:13.251000,NOR,4,0 days 00:01:35.249000,4.0,1.0,,,0 days 00:00:30.109000,0 days 00:00:41.408000,0 days 00:00:23.732000,0 days 00:22:08.111000,0 days 00:22:49.519000,0 days 00:23:13.251000,238.0,266.0,285.0,318.0,True,MEDIUM,4.0,True,McLaren,0 days 00:21:38.002000,,1,,False,,False,True
0 days 00:25:16.034000,NOR,4,0 days 00:02:02.783000,5.0,1.0,,0 days 00:25:14.366000,0 days 00:00:38.294000,0 days 00:00:54.155000,0 days 00:00:30.334000,0 days 00:23:51.545000,0 days 00:24:45.700000,0 days 00:25:16.034000,145.0,179.0,,239.0,False,MEDIUM,5.0,True,McLaren,0 days 00:23:13.251000,,1,,False,,False,False
0 days 00:34:59.351000,NOR,4,,6.0,2.0,0 days 00:32:26.652000,,,0 days 00:01:02.016000,0 days 00:00:37.153000,,0 days 00:34:22.311000,0 days 00:34:59.351000,157.0,139.0,283.0,207.0,False,MEDIUM,6.0,False,McLaren,0 days 00:25:16.034000,,12,,False,,False,False
0 days 00:36:35.324000,NOR,4,0 days 00:01:35.973000,7.0,2.0,,,0 days 00:00:30.128000,0 days 00:00:42.156000,0 days 00:00:23.689000,0 days 00:35:29.479000,0 days 00:36:11.635000,0 days 00:36:35.324000,239.0,264.0,285.0,316.0,False,MEDIUM,7.0,False,McLaren,0 days 00:34:59.351000,,1,,False,,False,True
0 days 00:39:28.826000,NOR,4,,8.0,2.0,,,0 days 00:00:50.030000,0 days 00:01:25.555000,0 days 00:00:38.080000,0 days 00:37:25.348000,0 days 00:38:50.936000,0 days 00:39:28.923000,115.0,111.0,284.0,188.0,False,MEDIUM,8.0,False,McLaren,0 days 00:36:35.324000,,1,,False,,False,False
0 days 00:41:04.072000,NOR,4,0 days 00:01:35.246000,9.0,2.0,,,0 days 00:00:30.193000,0 days 00:00:41.324000,0 days 00:00:23.729000,0 days 00:39:59.019000,0 days 00:40:40.343000,0 days 00:41:04.072000,240.0,266.0,285.0,316.0,True,MEDIUM,9.0,False,McLaren,0 days 00:39:28.826000,,1,,False,,False,True
0 days 00:42:59.273000,NOR,4,0 days 00:01:55.201000,10.0,2.0,,0 days 00:42:57.599000,0 days 00:00:34.937000,0 days 00:00:49.350000,0 days 00:00:30.914000,0 days 00:41:39.009000,0 days 00:42:28.359000,0 days 00:42:59.273000,225.0,170.0,,239.0,False,MEDIUM,10.0,False,McLaren,0 days 00:41:04.072000,,1,,False,,False,False
0 days 00:57:03.943000,NOR,4,,11.0,3.0,0 days 00:54:52.623000,,,0 days 00:00:57.650000,0 days 00:00:26.040000,,0 days 00:56:38.208000,0 days 00:57:04.031000,147.0,170.0,284.0,96.0,False,SOFT,1.0,True,McLaren,0 days 00:42:59.273000,,1,,False,,False,False
0 days 00:58:37.147000,NOR,4,0 days 00:01:33.204000,12.0,3.0,,,0 days 00:00:29.546000,0 days 00:00:40.369000,0 days 00:00:23.289000,0 days 00:57:33.489000,0 days 00:58:13.858000,0 days 00:58:37.147000,240.0,265.0,285.0,314.0,True,SOFT,2.0,True,McLaren,0 days 00:57:03.943000,,1,,False,,False,True
0 days 01:00:19.772000,NOR,4,0 days 00:01:42.625000,13.0,3.0,,,0 days 00:00:36.854000,0 days 00:00:41.895000,0 days 00:00:23.876000,0 days 00:59:14.001000,0 days 00:59:55.896000,0 days 01:00:19.772000,234.0,239.0,281.0,203.0,False,SOFT,3.0,True,McLaren,0 days 00:58:37.147000,,1,,False,,False,True
0 days 01:01:57.240000,NOR,4,0 days 00:01:37.468000,14.0,3.0,,,0 days 00:00:31.025000,0 days 00:00:42.477000,0 days 00:00:23.966000,0 days 01:00:50.797000,0 days 01:01:33.274000,0 days 01:01:57.240000,238.0,239.0,281.0,291.0,False,SOFT,4.0,True,McLaren,0 days 01:00:19.772000,,1,,False,,False,True
0 days 01:03:35.567000,NOR,4,0 days 00:01:38.327000,15.0,3.0,,,0 days 00:00:31.318000,0 days 00:00:42.911000,0 days 00:00:24.098000,0 days 01:02:28.558000,0 days 01:03:11.469000,0 days 01:03:35.567000,236.0,242.0,291.0,295.0,False,SOFT,5.0,True,McLaren,0 days 01:01:57.240000,,1,,False,,False,True
0 days 01:05:13.094000,NOR,4,0 days 00:01:37.527000,16.0,3.0,,,0 days 00:00:30.753000,0 days 00:00:42.610000,0 days 00:00:24.164000,0 days 01:04:06.320000,0 days 01:04:48.930000,0 days 01:05:13.094000,235.0,243.0,281.0,310.0,False,SOFT,6.0,True,McLaren,0 days 01:03:35.567000,,1,,False,,False,True
0 days 01:06:51.634000,NOR,4,0 days 00:01:38.540000,17.0,3.0,,,0 days 00:00:31.296000,0 days 00:00:43.267000,0 days 00:00:23.977000,0 days 01:05:44.390000,0 days 01:06:27.657000,0 days 01:06:51.634000,238.0,244.0,280.0,284.0,False,SOFT,7.0,True,McLaren,0 days 01:05:13.094000,,1,,False,,False,True
0 days 01:08:29.168000,NOR,4,0 days 00:01:37.534000,18.0,3.0,,,0 days 00:00:31.052000,0 days 00:00:42.378000,0 days 00:00:24.104000,0 days 01:07:22.686000,0 days 01:08:05.064000,0 days 01:08:29.168000,,241.0,280.0,299.0,False,SOFT,8.0,True,McLaren,0 days 01:06:51.634000,,1,,False,,False,True
0 days 01:10:07.566000,NOR,4,0 days 00:01:38.398000,19.0,3.0,,,0 days 00:00:31.397000,0 days 00:00:42.838000,0 days 00:00:24.163000,0 days 01:09:00.565000,0 days 01:09:43.403000,0 days 01:10:07.566000,236.0,248.0,280.0,293.0,False,SOFT,9.0,True,McLaren,0 days 01:08:29.168000,,1,,False,,False,True
0 days 01:11:45.745000,NOR,4,0 days 00:01:38.179000,20.0,3.0,,,0 days 00:00:31.334000,0 days 00:00:42.650000,0 days 00:00:24.195000,0 days 01:10:38.900000,0 days 01:11:21.550000,0 days 01:11:45.745000,234.0,250.0,280.0,303.0,False,SOFT,10.0,True,McLaren,0 days 01:10:07.566000,,1,,False,,False,True
0 days 01:13:24.229000,NOR,4,0 days 00:01:38.484000,21.0,3.0,,,0 days 00:00:31.230000,0 days 00:00:42.968000,0 days 00:00:24.286000,0 days 01:12:16.975000,0 days 01:12:59.943000,0 days 01:13:24.229000,,249.0,282.0,299.0,False,SOFT,11.0,True,McLaren,0 days 01:11:45.745000,,1,,False,,False,True
0 days 01:15:20.545000,NOR,4,0 days 00:01:56.316000,22.0,3.0,,,0 days 00:00:35.490000,0 days 00:00:49.479000,0 days 00:00:31.347000,0 days 01:13:59.719000,0 days 01:14:49.198000,0 days 01:15:20.545000,173.0,184.0,92.0,242.0,False,SOFT,12.0,True,McLaren,0 days 01:13:24.229000,,1,,False,,False,True
0 days 01:17:44.017000,NOR,4,0 days 00:02:23.472000,23.0,3.0,,0 days 01:17:42.293000,0 days 00:01:04.529000,0 days 00:00:50.554000,0 days 00:00:28.389000,0 days 01:16:25.074000,0 days 01:17:15.628000,0 days 01:17:44.017000,217.0,226.0,,252.0,False,SOFT,13.0,True,McLaren,0 days 01:15:20.545000,,1,,False,,False,False
0 days 00:15:42.234000,BOR,5,,1.0,1.0,0 days 00:13:28.607000,,,0 days 00:00:49.600000,0 days 00:00:28.675000,,0 days 00:15:13.851000,0 days 00:15:42.466000,204.0,206.0,282.0,85.0,False,HARD,1.0,True,Kick Sauber,0 days 00:13:28.607000,,1,,False,,False,False
0 days 00:17:21.640000,BOR,5,0 days 00:01:39.406000,2.0,1.0,,,0 days 00:00:31.014000,0 days 00:00:43.444000,0 days 00:00:24.948000,0 days 00:16:13.248000,0 days 00:16:56.692000,0 days 00:17:21.640000,236.0,258.0,279.0,321.0,True,HARD,2.0,True,Kick Sauber,0 days 00:15:42.234000,,1,,False,,False,True
0 days 00:19:43.779000,BOR,5,0 days 00:02:22.139000,3.0,1.0,,,0 days 00:00:45.084000,0 days 00:01:08.444000,0 days 00:00:28.611000,0 days 00:18:06.724000,0 days 00:19:15.168000,0 days 00:19:43.779000,133.0,139.0,282.0,196.0,False,HARD,3.0,True,Kick Sauber,0 days 00:17:21.640000,,1,,False,,False,True
0 days 00:21:21.595000,BOR,5,0 days 00:01:37.816000,4.0,1.0,,,0 days 00:00:30.797000,0 days 00:00:42.869000,0 days 00:00:24.150000,0 days 00:20:14.576000,0 days 00:20:57.445000,0 days 00:21:21.595000,237.0,263.0,286.0,320.0,True,HARD,4.0,True,Kick Sauber,0 days 00:19:43.779000,,1,,False,,False,True
0 days 00:24:08.112000,BOR,5,,5.0,1.0,,,0 days 00:00:50.389000,0 days 00:01:24.497000,0 days 00:00:31.484000,0 days 00:22:12.280000,0 days 00:23:36.675000,0 days 00:24:08.153000,93.0,92.0,282.0,156.0,False,HARD,5.0,True,Kick Sauber,0 days 00:21:21.595000,,1,,False,,False,False
0 days 00:25:45.420000,BOR,5,0 days 00:01:37.308000,6.0,1.0,,,0 days 00:00:30.732000,0 days 00:00:42.478000,0 days 00:00:24.098000,0 days 00:24:38.844000,0 days 00:25:21.322000,0 days 00:25:45.420000,237.0,268.0,285.0,320.0,True,HARD,6.0,True,Kick Sauber,0 days 00:24:08.112000,,1,,False,,False,True
0 days 00:28:28.762000,BOR,5,,7.0,1.0,,,0 days 00:00:53.012000,0 days 00:01:16.540000,0 days 00:00:33.824000,0 days 00:26:38.526000,0 days 00:27:54.938000,0 days 00:28:28.802000,96.0,108.0,285.0,186.0,False,HARD,7.0,True,Kick Sauber,0 days 00:25:45.420000,,12,,False,,False,False
0 days 00:30:09.036000,BOR,5,0 days 00:01:40.274000,8.0,1.0,,0 days 00:30:07.205000,0 days 00:00:30.527000,0 days 00:00:42.506000,0 days 00:00:27.241000,0 days 00:28:59.289000,0 days 00:29:41.795000,0 days 00:30:09.036000,238.0,266.0,,323.0,False,HARD,8.0,True,Kick Sauber,0 days 00:28:28.762000,,1,,False,,False,False
0 days 00:41:14.133000,BOR,5,,9.0,2.0,0 days 00:39:06.439000,,,0 days 00:00:57.787000,0 days 00:00:31.599000,,0 days 00:40:42.663000,0 days 00:41:14.274000,165.0,173.0,289.0,118.0,False,SOFT,1.0,True,Kick Sauber,0 days 00:30:09.036000,,1,,False,,False,False
0 days 00:42:48.761000,BOR,5,0 days 00:01:34.628000,10.0,2.0,,,0 days 00:00:29.650000,0 days 00:00:41.136000,0 days 00:00:23.842000,0 days 00:41:43.783000,0 days 00:42:24.919000,0 days 00:42:48.761000,239.0,270.0,287.0,325.0,True,SOFT,2.0,True,Kick Sauber,0 days 00:41:14.133000,,1,,False,,False,True
0 days 00:45:25.126000,BOR,5,,11.0,2.0,,0 days 00:45:23.194000,0 days 00:00:49.148000,0 days 00:01:05.725000,0 days 00:00:41.293000,0 days 00:43:38.146000,0 days 00:44:43.870000,0 days 00:45:25.126000,124.0,134.0,,161.0,False,SOFT,3.0,True,Kick Sauber,0 days 00:42:48.761000,,1,,False,,False,False
0 days 00:48:25.449000,BOR,5,,12.0,3.0,0 days 00:45:55.360000,,0 days 00:01:19.338000,0 days 00:01:06.339000,0 days 00:00:34.760000,0 days 00:46:44.473000,0 days 00:47:50.834000,0 days 00:48:25.493000,120.0,126.0,285.0,102.0,False,SOFT,4.0,False,Kick Sauber,0 days 00:45:25.126000,,1,,False,,False,False
0 days 00:50:00.814000,BOR,5,0 days 00:01:35.365000,13.0,3.0,,,0 days 00:00:30.081000,0 days 00:00:41.506000,0 days 00:00:23.778000,0 days 00:48:55.530000,0 days 00:49:37.036000,0 days 00:50:00.814000,239.0,269.0,286.0,322.0,False,SOFT,5.0,False,Kick Sauber,0 days 00:48:25.449000,,1,,False,,False,True
0 days 00:52:11.404000,BOR,5,0 days 00:02:10.590000,14.0,3.0,,0 days 00:52:09.622000,0 days 00:00:39.849000,0 days 00:01:01.294000,0 days 00:00:29.447000,0 days 00:50:40.663000,0 days 00:51:41.957000,0 days 00:52:11.404000,152.0,158.0,,200.0,False,SOFT,6.0,False,Kick Sauber,0 days 00:50:00.814000,,1,,False,,False,False
0 days 01:03:08.587000,BOR,5,,15.0,4.0,0 days 01:01:15.067000,,,0 days 00:00:43.253000,0 days 00:00:24.941000,,0 days 01:02:43.871000,0 days 01:03:08.703000,230.0,250.0,271.0,200.0,False,SOFT,7.0,False,Kick Sauber,0 days 00:52:11.404000,,1,,False,,False,False
0 days 01:04:48.938000,BOR,5,0 days 00:01:40.351000,16.0,4.0,,,0 days 00:00:31.720000,0 days 00:00:44.028000,0 days 00:00:24.603000,0 days 01:03:40.307000,0 days 01:04:24.335000,0 days 01:04:48.938000,232.0,247.0,275.0,293.0,False,SOFT,8.0,False,Kick Sauber,0 days 01:03:08.587000,,1,,False,,False,True
0 days 01:06:29.337000,BOR,5,0 days 00:01:40.399000,17.0,4.0,,,0 days 00:00:31.853000,0 days 00:00:43.855000,0 days 00:00:24.691000,0 days 01:05:20.791000,0 days 01:06:04.646000,0 days 01:06:29.337000,,244.0,275.0,292.0,False,SOFT,9.0,False,Kick Sauber,0 days 01:04:48.938000,,1,,False,,False,True
0 days 01:08:10.706000,BOR,5,0 days 00:01:41.369000,18.0,4.0,,,0 days 00:00:32.045000,0 days 00:00:44.126000,0 days 00:00:25.198000,0 days 01:07:01.382000,0 days 01:07:45.508000,0 days 01:08:10.706000,229.0,246.0,274.0,291.0,False,SOFT,10.0,False,Kick Sauber,0 days 01:06:29.337000,,1,,False,,False,True
0 days 01:09:52.416000,BOR,5,0 days 00:01:41.710000,19.0,4.0,,,0 days 00:00:31.986000,0 days 00:00:44.607000,0 days 00:00:25.117000,0 days 01:08:42.692000,0 days 01:09:27.299000,0 days 01:09:52.416000,231.0,247.0,275.0,,False,SOFT,11.0,False,Kick Sauber,0 days 01:08:10.706000,,1,,False,,False,True
0 days 01:11:34.816000,BOR,5,0 days 00:01:42.400000,20.0,4.0,,,0 days 00:00:32.415000,0 days 00:00:44.750000,0 days 00:00:25.235000,0 days 01:10:24.831000,0 days 01:11:09.581000,0 days 01:11:34.816000,230.0,248.0,275.0,292.0,False,SOFT,12.0,False,Kick Sauber,0 days 01:09:52.416000,,1,,False,,False,True
0 days 01:13:17.791000,BOR,5,0 days 00:01:42.975000,21.0,4.0,,,0 days 00:00:32.467000,0 days 00:00:45.296000,0 days 00:00:25.212000,0 days 01:12:07.283000,0 days 01:12:52.579000,0 days 01:13:17.791000,222.0,243.0,276.0,299.0,False,SOFT,13.0,False,Kick Sauber,0 days 01:11:34.816000,,1,,False,,False,True
0 days 01:15:30.099000,BOR,5,0 days 00:02:12.308000,22.0,4.0,,,0 days 00:00:38.912000,0 days 00:00:53.901000,0 days 00:00:39.495000,0 days 01:13:56.703000,0 days 01:14:50.604000,0 days 01:15:30.099000,144.0,175.0,50.0,287.0,False,SOFT,14.0,False,Kick Sauber,0 days 01:13:17.791000,,1,,False,,False,True
0 days 01:17:59.191000,BOR,5,0 days 00:02:29.092000,23.0,4.0,,0 days 01:17:57.330000,0 days 00:01:10.750000,0 days 00:00:50.024000,0 days 00:00:28.318000,0 days 01:16:40.849000,0 days 01:17:30.873000,0 days 01:17:59.191000,174.0,238.0,,184.0,False,SOFT,15.0,False,Kick Sauber,0 days 01:15:30.099000,,1,,False,,False,False
0 days 00:17:35.316000,HAD,6,,1.0,1.0,0 days 00:15:17.555000,,,0 days 00:01:08.300000,0 days 00:00:31.860000,,0 days 00:17:03.576000,0 days 00:17:35.399000,118.0,138.0,275.0,152.0,False,HARD,1.0,True,Racing Bulls,0 days 00:15:17.555000,,1,,False,,False,False
0 days 00:19:13.087000,HAD,6,0 days 00:01:37.771000,2.0,1.0,,,0 days 00:00:30.650000,0 days 00:00:42.573000,0 days 00:00:24.548000,0 days 00:18:05.966000,0 days 00:18:48.539000,0 days 00:19:13.087000,232.0,262.0,280.0,320.0,True,HARD,2.0,True,Racing Bulls,0 days 00:17:35.316000,,1,,False,,False,True
0 days 00:21:19.730000,HAD,6,0 days 00:02:06.643000,3.0,1.0,,0 days 00:21:17.934000,0 days 00:00:38.101000,0 days 00:00:55.020000,0 days 00:00:33.522000,0 days 00:19:51.188000,0 days 00:20:46.208000,0 days 00:21:19.730000,173.0,185.0,,262.0,False,HARD,3.0,True,Racing Bulls,0 days 00:19:13.087000,,1,,False,,False,False
0 days 00:27:11.026000,HAD,6,,4.0,2.0,0 days 00:24:43.942000,,,0 days 00:01:04.624000,0 days 00:00:31.699000,,0 days 00:26:39.383000,0 days 00:27:11.175000,131.0,167.0,285.0,118.0,False,HARD,4.0,False,Racing Bulls,0 days 00:21:19.730000,,1,,False,,False,False
0 days 00:28:48.405000,HAD,6,0 days 00:01:37.379000,5.0,2.0,,,0 days 00:00:30.618000,0 days 00:00:42.449000,0 days 00:00:24.312000,0 days 00:27:41.644000,0 days 00:28:24.093000,0 days 00:28:48.405000,233.0,266.0,286.0,323.0,True,HARD,5.0,False,Racing Bulls,0 days 00:27:11.026000,,12,,False,,False,True
0 days 00:31:13.932000,HAD,6,0 days 00:02:25.527000,6.0,2.0,,0 days 00:31:12.151000,0 days 00:00:47.626000,0 days 00:01:04.050000,0 days 00:00:33.851000,0 days 00:29:36.031000,0 days 00:30:40.081000,0 days 00:31:13.932000,127.0,161.0,,222.0,False,HARD,6.0,False,Racing Bulls,0 days 00:28:48.405000,,1,,False,,False,False
0 days 00:34:11.152000,HAD,6,,7.0,3.0,0 days 00:31:57.690000,,0 days 00:01:29.421000,0 days 00:00:56.961000,0 days 00:00:30.790000,0 days 00:32:43.635000,0 days 00:33:40.409000,0 days 00:34:11.152000,149.0,181.0,286.0,127.0,False,HARD,7.0,False,Racing Bulls,0 days 00:31:13.932000,,1,,False,,False,False
0 days 00:35:49.229000,HAD,6,0 days 00:01:38.077000,8.0,3.0,,,0 days 00:00:30.459000,0 days 00:00:41.821000,0 days 00:00:25.797000,0 days 00:34:41.611000,0 days 00:35:23.432000,0 days 00:35:49.229000,236.0,270.0,276.0,321.0,False,HARD,8.0,False,Racing Bulls,0 days 00:34:11.152000,,1,,False,,False,True
0 days 00:37:50.227000,HAD,6,0 days 00:02:00.998000,9.0,3.0,,0 days 00:37:48.444000,0 days 00:00:42.731000,0 days 00:00:47.887000,0 days 00:00:30.380000,0 days 00:36:31.960000,0 days 00:37:19.847000,0 days 00:37:50.227000,210.0,208.0,,135.0,False,HARD,9.0,False,Racing Bulls,0 days 00:35:49.229000,,1,,False,,False,False
0 days 00:47:42.240000,HAD,6,,10.0,4.0,0 days 00:45:11.823000,,,0 days 00:01:07.670000,0 days 00:00:28.560000,,0 days 00:47:13.806000,0 days 00:47:42.324000,108.0,158.0,285.0,112.0,False,SOFT,1.0,True,Racing Bulls,0 days 00:37:50.227000,,1,,False,,False,False
0 days 00:49:16.907000,HAD,6,0 days 00:01:34.667000,11.0,4.0,,,0 days 00:00:29.928000,0 days 00:00:41.298000,0 days 00:00:23.441000,0 days 00:48:12.168000,0 days 00:48:53.466000,0 days 00:49:16.907000,235.0,271.0,287.0,320.0,True,SOFT,2.0,True,Racing Bulls,0 days 00:47:42.240000,,1,,False,,False,True
0 days 00:51:39.558000,HAD,6,0 days 00:02:22.651000,12.0,4.0,,0 days 00:51:37.683000,0 days 00:00:47.642000,0 days 00:01:01.367000,0 days 00:00:33.642000,0 days 00:50:04.549000,0 days 00:51:05.916000,0 days 00:51:39.558000,116.0,153.0,,200.0,False,SOFT,3.0,True,Racing Bulls,0 days 00:49:16.907000,,1,,False,,False,False
0 days 00:57:19.186000,HAD,6,,13.0,5.0,0 days 00:54:47.048000,,,0 days 00:01:06.506000,0 days 00:00:34.193000,,0 days 00:56:45.194000,0 days 00:57:19.323000,140.0,166.0,285.0,104.0,False,SOFT,4.0,False,Racing Bulls,0 days 00:51:39.558000,,1,,False,,False,False
0 days 00:58:54.056000,HAD,6,0 days 00:01:34.870000,14.0,5.0,,,0 days 00:00:30.146000,0 days 00:00:40.974000,0 days 00:00:23.750000,0 days 00:57:49.332000,0 days 00:58:30.306000,0 days 00:58:54.056000,236.0,271.0,284.0,321.0,False,SOFT,5.0,False,Racing Bulls,0 days 00:57:19.186000,,1,,False,,False,True
0 days 01:00:35.733000,HAD,6,0 days 00:01:41.677000,15.0,5.0,,0 days 01:00:33.604000,0 days 00:00:32.499000,0 days 00:00:42.265000,0 days 00:00:26.913000,0 days 00:59:26.555000,0 days 01:00:08.820000,0 days 01:00:35.733000,219.0,262.0,,290.0,False,SOFT,6.0,False,Racing Bulls,0 days 00:58:54.056000,,1,,False,,False,False
0 days 01:07:35.577000,HAD,6,,16.0,6.0,0 days 01:05:32.325000,0 days 01:07:33.827000,,0 days 00:00:44.405000,0 days 00:00:27.390000,,0 days 01:07:08.239000,0 days 01:07:35.619000,183.0,234.0,,191.0,False,HARD,10.0,False,Racing Bulls,0 days 01:00:35.733000,,1,,False,,False,False
0 days 01:09:44.002000,HAD,6,0 days 00:02:08.425000,17.0,7.0,0 days 01:08:05.054000,,0 days 00:00:59.706000,0 days 00:00:43.907000,0 days 00:00:24.812000,0 days 01:08:35.283000,0 days 01:09:19.190000,0 days 01:09:44.002000,228.0,245.0,276.0,199.0,False,HARD,11.0,False,Racing Bulls,0 days 01:07:35.577000,,1,,False,,False,False
0 days 01:11:24.773000,HAD,6,0 days 00:01:40.771000,18.0,7.0,,,0 days 00:00:32.021000,0 days 00:00:43.865000,0 days 00:00:24.885000,0 days 01:10:16.023000,0 days 01:10:59.888000,0 days 01:11:24.773000,227.0,248.0,275.0,303.0,False,HARD,12.0,False,Racing Bulls,0 days 01:09:44.002000,,1,,False,,False,True
0 days 01:13:05.737000,HAD,6,0 days 00:01:40.964000,19.0,7.0,,,0 days 00:00:31.805000,0 days 00:00:44.309000,0 days 00:00:24.850000,0 days 01:11:56.578000,0 days 01:12:40.887000,0 days 01:13:05.737000,229.0,251.0,282.0,297.0,False,HARD,13.0,False,Racing Bulls,0 days 01:11:24.773000,,1,,False,,False,True
0 days 01:14:46.662000,HAD,6,0 days 00:01:40.925000,20.0,7.0,,,0 days 00:00:31.657000,0 days 00:00:44.318000,0 days 00:00:24.950000,0 days 01:13:37.394000,0 days 01:14:21.712000,0 days 01:14:46.662000,226.0,252.0,276.0,306.0,False,HARD,14.0,False,Racing Bulls,0 days 01:13:05.737000,,1,,False,,False,True
0 days 01:17:00.980000,HAD,6,0 days 00:02:14.318000,21.0,7.0,,,0 days 00:00:36.148000,0 days 00:00:56.362000,0 days 00:00:41.808000,0 days 01:15:22.810000,0 days 01:16:19.172000,0 days 01:17:00.980000,169.0,159.0,75.0,251.0,False,HARD,15.0,False,Racing Bulls,0 days 01:14:46.662000,,1,,False,,False,True
0 days 01:19:28.320000,HAD,6,0 days 00:02:27.340000,22.0,7.0,,0 days 01:19:26.460000,0 days 00:01:04.124000,0 days 00:00:54.324000,0 days 00:00:28.892000,0 days 01:18:05.104000,0 days 01:18:59.428000,0 days 01:19:28.320000,205.0,180.0,,258.0,False,HARD,16.0,False,Racing Bulls,0 days 01:17:00.980000,,1,,False,,False,False
0 days 00:16:11.082000,DOO,7,,1.0,1.0,0 days 00:13:51.144000,,,0 days 00:00:55.187000,0 days 00:00:29.982000,,0 days 00:15:41.190000,0 days 00:16:11.161000,175.0,158.0,281.0,65.0,False,HARD,1.0,True,Alpine,0 days 00:13:51.144000,,1,,False,,False,False
0 days 00:17:50.778000,DOO,7,0 days 00:01:39.696000,2.0,1.0,,,0 days 00:00:30.658000,0 days 00:00:44.146000,0 days 00:00:24.892000,0 days 00:16:41.740000,0 days 00:17:25.886000,0 days 00:17:50.778000,231.0,256.0,277.0,320.0,True,HARD,2.0,True,Alpine,0 days 00:16:11.082000,,1,,False,,False,True
0 days 00:20:24.523000,DOO,7,,3.0,1.0,,,0 days 00:00:46.891000,0 days 00:01:12.141000,0 days 00:00:34.803000,0 days 00:18:37.963000,0 days 00:19:49.770000,0 days 00:20:24.691000,118.0,110.0,280.0,183.0,False,HARD,3.0,True,Alpine,0 days 00:17:50.778000,,1,,False,,False,False
0 days 00:22:02.110000,DOO,7,0 days 00:01:37.587000,4.0,1.0,,,0 days 00:00:30.938000,0 days 00:00:42.287000,0 days 00:00:24.362000,0 days 00:20:55.461000,0 days 00:21:37.748000,0 days 00:22:02.110000,235.0,264.0,280.0,318.0,True,HARD,4.0,True,Alpine,0 days 00:20:24.523000,,1,,False,,False,True
0 days 00:24:34.258000,DOO,7,,5.0,1.0,,0 days 00:24:32.348000,0 days 00:00:47.104000,0 days 00:01:06.723000,0 days 00:00:38.167000,0 days 00:22:49.640000,0 days 00:23:56.230000,0 days 00:24:34.258000,130.0,161.0,,212.0,False,HARD,5.0,True,Alpine,0 days 00:22:02.110000,,1,,False,,False,False
0 days 00:27:17.237000,DOO,7,,6.0,2.0,0 days 00:25:02.289000,,0 days 00:01:11.336000,0 days 00:01:02.248000,0 days 00:00:29.493000,0 days 00:25:45.643000,0 days 00:26:47.962000,0 days 00:27:17.272000,153.0,153.0,283.0,129.0,False,HARD,6.0,False,Alpine,0 days 00:24:34.258000,,1,,False,,False,False
0 days 00:28:53.654000,DOO,7,0 days 00:01:36.417000,7.0,2.0,,,0 days 00:00:30.485000,0 days 00:00:42.003000,0 days 00:00:23.929000,0 days 00:27:47.722000,0 days 00:28:29.725000,0 days 00:28:53.654000,236.0,266.0,282.0,321.0,True,HARD,7.0,False,Alpine,0 days 00:27:17.237000,,12,,False,,False,True
0 days 00:31:33.836000,DOO,7,,8.0,2.0,,0 days 00:31:32.040000,0 days 00:00:48.255000,0 days 00:01:09.964000,0 days 00:00:41.921000,0 days 00:29:42.115000,0 days 00:30:52.140000,0 days 00:31:33.836000,109.0,136.0,,205.0,False,HARD,8.0,False,Alpine,0 days 00:28:53.654000,,1,,False,,False,False
0 days 00:34:36.160000,DOO,7,,9.0,3.0,0 days 00:32:02.039000,,0 days 00:01:18.237000,0 days 00:01:13.690000,0 days 00:00:30.422000,0 days 00:32:52.289000,0 days 00:34:05.738000,0 days 00:34:36.275000,123.0,167.0,281.0,92.0,False,HARD,9.0,False,Alpine,0 days 00:31:33.836000,,1,,False,,False,False
0 days 00:36:41.404000,DOO,7,0 days 00:02:05.244000,10.0,3.0,,0 days 00:36:39.563000,0 days 00:00:30.664000,0 days 00:00:57.661000,0 days 00:00:36.919000,0 days 00:35:06.824000,0 days 00:36:04.485000,0 days 00:36:41.404000,235.0,142.0,,317.0,False,HARD,10.0,False,Alpine,0 days 00:34:36.160000,,1,,False,,False,False
